Traceback (most recent call last):
  File "/usr/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/usr/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.10/http/server.py", line 1307, in <module>
    test(
  File "/usr/lib/python3.10/http/server.py", line 1258, in test
    with ServerClass(addr, HandlerClass) as httpd:
  File "/usr/lib/python3.10/socketserver.py", line 452, in __init__
    self.server_bind()
  File "/usr/lib/python3.10/http/server.py", line 1301, in server_bind
    return super().server_bind()
  File "/usr/lib/python3.10/http/server.py", line 137, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.10/socketserver.py", line 466, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use
Traceback (most recent call last):
  File "/usr/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/usr/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.10/http/server.py", line 1307, in <module>
    test(
  File "/usr/lib/python3.10/http/server.py", line 1258, in test
    with ServerClass(addr, HandlerClass) as httpd:
  File "/usr/lib/python3.10/socketserver.py", line 452, in __init__
    self.server_bind()
  File "/usr/lib/python3.10/http/server.py", line 1301, in server_bind
    return super().server_bind()
  File "/usr/lib/python3.10/http/server.py", line 137, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.10/socketserver.py", line 466, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use
Traceback (most recent call last):
  File "/usr/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/usr/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.10/http/server.py", line 1307, in <module>
    test(
  File "/usr/lib/python3.10/http/server.py", line 1258, in test
    with ServerClass(addr, HandlerClass) as httpd:
  File "/usr/lib/python3.10/socketserver.py", line 452, in __init__
    self.server_bind()
  File "/usr/lib/python3.10/http/server.py", line 1301, in server_bind
    return super().server_bind()
  File "/usr/lib/python3.10/http/server.py", line 137, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.10/socketserver.py", line 466, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use
104.248.238.206 - - [17/Oct/2025 14:41:53] code 400, message Bad request syntax ('\\x00\\x00\\x00\\x01\\x07')
104.248.238.206 - - [17/Oct/2025 14:41:53] "\x00\x00\x00\x01\x07" 400 -
----------------------------------------
Exception occurred during processing of request from ('104.248.238.206', 30339)
Traceback (most recent call last):
  File "/usr/lib/python3.10/socketserver.py", line 683, in process_request_thread
    self.finish_request(request, client_address)
  File "/usr/lib/python3.10/http/server.py", line 1304, in finish_request
    self.RequestHandlerClass(request, client_address, self,
  File "/usr/lib/python3.10/http/server.py", line 668, in __init__
    super().__init__(*args, **kwargs)
  File "/usr/lib/python3.10/socketserver.py", line 747, in __init__
    self.handle()
  File "/usr/lib/python3.10/http/server.py", line 433, in handle
    self.handle_one_request()
  File "/usr/lib/python3.10/http/server.py", line 411, in handle_one_request
    if not self.parse_request():
  File "/usr/lib/python3.10/http/server.py", line 320, in parse_request
    self.send_error(
  File "/usr/lib/python3.10/http/server.py", line 488, in send_error
    self.wfile.write(body)
  File "/usr/lib/python3.10/socketserver.py", line 826, in write
    self._sock.sendall(b)
BrokenPipeError: [Errno 32] Broken pipe
----------------------------------------
104.248.238.206 - - [17/Oct/2025 14:41:53] "GET / HTTP/1.0" 200 -
162.243.169.120 - - [17/Oct/2025 14:41:53] code 400, message Bad request version ('À\\x13À')
162.243.169.120 - - [17/Oct/2025 14:41:53] "\x16\x03\x01\x00î\x01\x00\x00ê\x03\x03ç\x9a\x9aT««/\x07\x0dô¯\x0ebÀQ¿\x98Å*\x8em\x16XJOÁ.O'h\x93\x99 6©H\x9eHÌö!î?GÊtÑ\x0e|Å"ùØd\x9eòÇ×\x03oGÖg©â\x00&À+À/À,À0Ì©Ì¨À\x09À\x13À" 400 -
198.199.88.147 - - [17/Oct/2025 14:41:53] "GET / HTTP/1.1" 200 -
192.241.130.101 - - [17/Oct/2025 14:41:53] code 404, message File not found
192.241.130.101 - - [17/Oct/2025 14:41:53] code 404, message File not found
192.241.130.101 - - [17/Oct/2025 14:41:53] "GET /cgi-bin/authLogin.cgi HTTP/1.1" 404 -
192.241.130.101 - - [17/Oct/2025 14:41:53] "GET /solr/admin/info/system HTTP/1.1" 404 -
162.243.169.120 - - [17/Oct/2025 14:41:53] code 404, message File not found
162.243.169.120 - - [17/Oct/2025 14:41:53] "GET /query?q=SHOW+DIAGNOSTICS HTTP/1.1" 404 -
198.199.88.147 - - [17/Oct/2025 14:41:53] code 404, message File not found
198.199.88.147 - - [17/Oct/2025 14:41:53] "GET /v2/_catalog HTTP/1.1" 404 -
192.241.130.101 - - [17/Oct/2025 14:41:53] code 400, message Bad request version ('\\x7fàº\\x8e¹}ö\\x07')
192.241.130.101 - - [17/Oct/2025 14:41:53] "\x16\x03\x01\x01$\x01\x00\x01 \x03\x03\x03À\x15ïÂ7DøÆë¿u\x8f\x8cSçì\x1a]\x89¾\x8aÁ\x14Ï½\x94¤9pù½ \x7fàº\x8e¹}ö\x07" 400 -
162.243.169.120 - - [17/Oct/2025 14:41:53] code 400, message Bad request version ('À\\x13À')
162.243.169.120 - - [17/Oct/2025 14:41:53] "\x16\x03\x01\x00î\x01\x00\x00ê\x03\x03aô·\x1c§\x13ded\x85eG^\x1a$2{Ç\x1d­\x17\x8d·5Y'¯\\&\x9aCh zØ~ºI\x90\x97*\x01\x83C1â9\x83]=8­´­Èû×\x82Òë­\x11¿ÆH\x00&À+À/À,À0Ì©Ì¨À\x09À\x13À" 400 -
192.241.130.101 - - [17/Oct/2025 14:41:53] code 404, message File not found
192.241.130.101 - - [17/Oct/2025 14:41:53] "GET /solr/admin/cores?action=STATUS&wt=json HTTP/1.1" 404 -
174.138.27.103 - - [17/Oct/2025 14:41:54] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
143.105.152.200 - - [17/Oct/2025 14:51:30] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 15:01:29] "GET /version HTTP/1.1" 304 -
18.213.116.183 - - [17/Oct/2025 15:06:21] "GET / HTTP/1.1" 200 -
3.236.158.199 - - [17/Oct/2025 15:06:21] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
52.66.242.208 - - [17/Oct/2025 15:06:22] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:43] "GET / HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:43] "GET /fonts/Inter/Inter-BoldItalic.57f0f97.woff2 HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:43] "GET /bundles/6f661f6f3f18a5415d5a/bundle.css HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:43] "GET /fonts/Inter/Inter-SemiBoldItalic.17942dd.woff2 HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:43] "GET /fonts/Inter/Inter-SemiBold.d5a91eb.woff2 HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:43] "GET /fonts/Inter/Inter-Bold.7824a90.woff2 HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:43] "GET /fonts/Inter/Inter-MediumItalic.2bbf830.woff2 HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:44] "GET /fonts/Inter/Inter-Medium.6be58ea.woff2 HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:44] "GET /fonts/Inter/Inter-Italic.faebbae.woff2 HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:44] "GET /fonts/Inter/Inter-Regular.bed7225.woff2 HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:44] "GET /bundles/6f661f6f3f18a5415d5a/unhomoglyph_data.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:45] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /bundles/6f661f6f3f18a5415d5a/init.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /bundles/6f661f6f3f18a5415d5a/230.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /bundles/6f661f6f3f18a5415d5a/48.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /bundles/6f661f6f3f18a5415d5a/641.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /bundles/6f661f6f3f18a5415d5a/styles.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /bundles/6f661f6f3f18a5415d5a/element-web-app.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /olm.3fc8dbf.wasm HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:58] code 404, message File not found
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /config.91.99.219.182.json?cachebuster=1760713738590 HTTP/1.1" 404 -
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /config.json?cachebuster=1760713738590 HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:58] "GET /img/warning.30e1625.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:59] "GET /bundles/6f661f6f3f18a5415d5a/theme-dark.css HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:59] "GET /img/e2e/warning.d370b49.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:59] "GET /i18n/languages.8705728.json HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:59] "GET /bundles/6f661f6f3f18a5415d5a/blurhash.worker.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:59] "GET /i18n/en_EN.cb5ed01.json HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:59] "GET /img/feather-customised/warning-triangle.12e6910.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:59] "GET /img/format/bold.1075338.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:08:59] "GET /img/format/code.ee67228.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:00] "GET /bundles/6f661f6f3f18a5415d5a/compatibility-view.css HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:00] "GET /img/format/italics.395da20.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:00] "GET /img/format/quote.69dadd8.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:00] "GET /img/format/strikethrough.bc12eda.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:00] "GET /bundles/6f661f6f3f18a5415d5a/compatibility-view.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:00] "GET /themes/element/img/logos/element-logo.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:00] "GET /themes/element/img/download/apple.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:00] "GET /themes/element/img/download/google.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:01] "GET /themes/element/img/download/fdroid.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 15:09:01] "GET /vector-icons/favicon.ae636ac.ico HTTP/1.1" 200 -
143.105.152.200 - - [17/Oct/2025 15:11:56] "GET /version HTTP/1.1" 304 -
204.76.203.28 - - [17/Oct/2025 15:19:14] code 400, message Bad request syntax ('\\x05\\x02\\x00\\x02')
204.76.203.28 - - [17/Oct/2025 15:19:14] "\x05\x02\x00\x02" 400 -
143.105.152.200 - - [17/Oct/2025 15:21:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 15:31:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 15:41:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 15:51:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 16:01:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 16:11:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 16:21:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 16:31:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 16:41:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 16:51:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 17:01:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 17:11:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 17:21:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 17:31:56] "GET /version HTTP/1.1" 304 -
20.64.105.0 - - [17/Oct/2025 17:39:32] code 400, message Bad request syntax ('MGLNDD_91.99.219.182_8087')
20.64.105.0 - - [17/Oct/2025 17:39:32] "MGLNDD_91.99.219.182_8087" 400 -
143.105.152.200 - - [17/Oct/2025 17:41:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 17:51:56] "GET /version HTTP/1.1" 304 -
13.200.5.118 - - [17/Oct/2025 17:57:48] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
143.105.152.200 - - [17/Oct/2025 18:01:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 18:11:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 18:21:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 18:31:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 18:41:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 18:51:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 19:01:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 19:11:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 19:21:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 19:31:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 19:41:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 19:51:56] "GET /version HTTP/1.1" 304 -
3.110.224.72 - - [17/Oct/2025 19:56:56] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
143.105.152.200 - - [17/Oct/2025 20:01:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 20:11:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 20:21:56] "GET /version HTTP/1.1" 304 -
143.105.152.200 - - [17/Oct/2025 20:31:56] "GET /version HTTP/1.1" 304 -
143.105.152.111 - - [17/Oct/2025 20:51:56] "GET /version HTTP/1.1" 304 -
172.234.162.31 - - [17/Oct/2025 20:52:50] code 400, message Bad request syntax ('\\x00\\x00\\x00\\x01\\x07')
172.234.162.31 - - [17/Oct/2025 20:52:50] "\x00\x00\x00\x01\x07" 400 -
172.234.162.31 - - [17/Oct/2025 20:52:50] "GET / HTTP/1.0" 200 -
172.234.162.31 - - [17/Oct/2025 20:52:51] "GET / HTTP/1.1" 200 -
172.234.162.31 - - [17/Oct/2025 20:52:51] "GET / HTTP/1.1" 200 -
172.234.162.31 - - [17/Oct/2025 20:52:51] code 404, message File not found
172.234.162.31 - - [17/Oct/2025 20:52:51] "GET /favicon.ico HTTP/1.1" 404 -
172.234.162.31 - - [17/Oct/2025 20:52:52] code 404, message File not found
172.234.162.31 - - [17/Oct/2025 20:52:52] "GET /webui HTTP/1.1" 404 -
172.234.162.31 - - [17/Oct/2025 20:52:52] "GET / HTTP/1.1" 200 -
172.234.162.31 - - [17/Oct/2025 20:52:52] code 404, message File not found
172.234.162.31 - - [17/Oct/2025 20:52:52] "GET /owa/ HTTP/1.1" 404 -
172.234.162.31 - - [17/Oct/2025 20:52:52] code 404, message File not found
172.234.162.31 - - [17/Oct/2025 20:52:52] "GET /owa/ HTTP/1.1" 404 -
172.234.162.31 - - [17/Oct/2025 20:53:01] code 400, message Bad request version ("Ûî\\x04CU÷c3ièYQLÙÏG\\x15\\x82\\x87Põ<\\x13ªMk\\x04\\x8esñ/Â\\x00\\x9c\\x13\\x02\\x13\\x03\\x13\\x01\\x003\\x009\\x005\\x00/À,À0\\x00£\\x00\\x9fÌ©Ì¨ÌªÀ¯À\\xadÀ£À\\x9fÀ]ÀaÀWÀSÀ+À/\\x00¢\\x00\\x9eÀ®À¬À¢À\\x9eÀ\\\\À`ÀVÀRÀ$À(\\x00k\\x00jÀsÀw\\x00Ä\\x00ÃÀ#À'\\x00g\\x00@ÀrÀv\\x00¾\\x00½À")
172.234.162.31 - - [17/Oct/2025 20:53:01] "\x16\x03\x01\x02\x00\x01\x00\x01ü\x03\x037Î\x1f8\x8c¿«{!_À\x1e.h®ûõ?\x8e{-*ï\x9c¬e\x15\x134à8ø Ûî\x04CU÷c3ièYQLÙÏG\x15\x82\x87Põ<\x13ªMk\x04\x8esñ/Â\x00\x9c\x13\x02\x13\x03\x13\x01\x003\x009\x005\x00/À,À0\x00£\x00\x9fÌ©Ì¨ÌªÀ¯À­À£À\x9fÀ]ÀaÀWÀSÀ+À/\x00¢\x00\x9eÀ®À¬À¢À\x9eÀ\\À`ÀVÀRÀ$À(\x00k\x00jÀsÀw\x00Ä\x00ÃÀ#À'\x00g\x00@ÀrÀv\x00¾\x00½À" 400 -
172.234.162.31 - - [17/Oct/2025 20:53:12] "GET / HTTP/1.0" 200 -
172.234.162.31 - - [17/Oct/2025 20:53:12] "GET / HTTP/1.1" 200 -
172.210.9.172 - - [17/Oct/2025 21:02:30] code 400, message Bad request syntax ('\\x00\\x00\\x00\\x02\\x01\\x00')
172.210.9.172 - - [17/Oct/2025 21:02:30] "\x00\x00\x00\x02\x01\x00" 400 -
58.65.214.29 - - [17/Oct/2025 23:58:51] "GET /media/ring.ogg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:51] "GET /media/ringback.ogg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:51] "GET /media/callend.ogg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:51] "GET /media/message.ogg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:51] "GET /media/busy.ogg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:51] "GET /media/error.ogg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:53] "GET /img/download.a6b50e0.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:53] "GET /version HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:57] "GET /img/spinner/spinner-background.334d97c.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:57] "GET /img/spinner/spinner-foreground.962dd16.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:57] "GET /bundles/6f661f6f3f18a5415d5a/theme-light.css HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:57] "GET /welcome.html HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:57] "GET /themes/element/img/backgrounds/lake.jpg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:57] "GET /img/feather-customised/dropdown-arrow.df9edbf.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:58] "GET /welcome/images/icon-sign-in.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:58] "GET /img/matrix.d1fcad6.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:58] "GET /welcome/images/icon-create-account.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:58:59] "GET /img/element-icons/i.c781d86.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:59:03] "GET /img/cancel.12c5c12.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:59:03] "GET /img/external-link.5014037.svg HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:59:44] "GET /bundles/6f661f6f3f18a5415d5a/130.js HTTP/1.1" 200 -
58.65.214.29 - - [17/Oct/2025 23:59:46] "GET /img/feather-customised/x.7cf5ec7.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:00:09] "GET /img/feather-customised/check.8840dec.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:00:32] "GET /bundles/6f661f6f3f18a5415d5a/indexeddb.worker.js HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:00:56] "GET /img/noise.e8beb45.png HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:00:56] "GET /img/element-icons/check-white.1e3d7f7.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:00:56] "GET /img/element-icons/chat-bubble.6a422c4.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:00:56] "GET /img/element-icons/view-community.1e234e8.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:00:56] "GET /img/globe.216f1db.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:08] "GET /img/element-icons/roomlist/skeleton-ui.15f261b.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:08] "GET /img/element-icons/roomlist/plus.6bf6398.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:08] "GET /img/element-icons/context-menu.131c13c.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:08] "GET /img/element-icons/cancel-rounded.3cc9164.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:08] "GET /img/user-onboarding/PersonalMessaging.b5ba3c4.png HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:08] "GET /img/feather-customised/chevron-down.663d060.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:09] "GET /img/element-icons/home.70cb677.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:09] "GET /img/element-icons/plus.baac2b4.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:09] "GET /img/element-icons/settings.0c529f2.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:09] "GET /img/element-icons/roomlist/search.df3ab87.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:01:09] "GET /img/element-icons/roomlist/explore.3bcee74.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:02:18] "GET /img/element-icons/notifications.b4d3969.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:02:18] "GET /img/element-icons/security.56b436c.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:02:18] "GET /img/element-icons/feedback.94401b2.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:02:18] "GET /img/element-icons/leave.9ad00a5.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:02:18] "GET /img/element-icons/roomlist/dark-light-mode.87d7411.svg HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 00:08:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 00:18:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 00:28:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 00:38:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 00:48:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 00:58:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 01:08:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 01:18:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 01:28:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 01:38:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 01:48:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 01:58:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 02:08:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 02:18:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 02:28:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 02:38:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 02:48:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 02:58:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 03:08:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 03:18:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 03:28:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 03:38:53] "GET /version HTTP/1.1" 304 -
45.82.78.103 - - [18/Oct/2025 03:45:57] code 400, message Bad request syntax ('\\x16\\x03\\x01\\x05¨\\x01\\x00\\x05¤\\x03\\x03\\x14\\x00S')
45.82.78.103 - - [18/Oct/2025 03:45:57] "\x16\x03\x01\x05¨\x01\x00\x05¤\x03\x03\x14\x00S" 400 -
45.82.78.103 - - [18/Oct/2025 03:46:03] code 400, message Bad request version ('À\\x13À')
45.82.78.103 - - [18/Oct/2025 03:46:03] "\x16\x03\x01\x05¨\x01\x00\x05¤\x03\x031\x1a_î÷\x9a:2$Ñ>Y«m\x9bäÊ\x7f\x87\x9bzm÷bÕÖË?\x8e¾Eµ ÑK\x0d\x95\x9bË]\x0fÝXËÒ&)\x9ex\x98\x96\x05¾2e\x1eë\x09\x0d}=ê\x0c¸i\x00\x1aÀ+À/À,À0Ì©Ì¨À\x09À\x13À" 400 -
45.82.78.103 - - [18/Oct/2025 03:46:03] "GET / HTTP/1.1" 200 -
45.82.78.113 - - [18/Oct/2025 03:46:18] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
58.65.214.29 - - [18/Oct/2025 03:48:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 03:58:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 04:08:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 04:18:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 04:28:53] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [18/Oct/2025 04:38:53] "GET /version HTTP/1.1" 304 -
